orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
17,653.384767,669.975019,2,speech,"ఆ నేను ఆ Americaకెళ్ళాను interaction session ఉంటుంది రెండు నెలలకి ఇక్కడికి all over globe ఎక్కడికైనా నేను [BREATH] నా నా ఉపన్యాసం సంధర్భంలో I have a question అన్నా ఒక అమ్మాయి అనింది. Sir నా పేరు Lalita అండి నేను ఇట్లా Hyderabadలో ఉండేదానిని పెళ్లి అయ్యి ఇక్కడికొచ్చేసాను ఓ ten fifteen years అయ్యింది",101000000000000110000000100000000000000000000,NULL,"I went to America there will be an interaction session in two months here all over the globe anywhere I have a question in the context of my lecture is a girl that is sir my name is Lalita I am living in Hyderabad but after marriage I am coming this place since then to fifteen year"
18,669.975019,670.411829,1,speech,hmm,1,NULL,
19,670.43452,671.506689,0,noise,NULL,NULL,NULL,NULL
20,671.518035,677.233432,2,speech,"ఈ Matru Devo Bhava cinema చూసినప్పుడు మీ వేషం చూసినప్పుడు నాకు మిమ్మల్ని చంపేయాలి అనిపించింది అండి",NULL,NULL,"When I saw this Matru Devo Bhava movie, I felt like killing you when I saw your outfit"
21,677.52842,678.739574,1,laugh,NULL,NULL,NULL,NULL
22,678.813321,683.864994,2,speech,"నేను  అన్నా అమ్మా అప్పుడే చెయ్యాల్సింది ఆ పని ఇప్పుడు నేను మ్య Americaలోకి వచ్చాం కదా ఇప్పుడు ఎం చేయాలనుకున్నా",00000000001000000,NULL,"My mother should have done that work, now that I have come to America, whatever I want to do now"
23,683.864994,684.372714,1,overlap,NULL,NULL,NULL,NULL
24,684.372714,685.734199,2,speech,"అందరం माफ़ कर",NULL,NULL,"Sorry everyone"
25,685.734199,686.244755,1,overlap,NULL,NULL,NULL,NULL
26,686.244755,688.641535,2,speech,"అంటే [BREATH] they have taken into hearts",0100000,NULL,"It means they have taken in to hearts"
27,688.641535,689.055653,1,overlap,NULL,NULL,NULL,NULL
28,689.055653,696.220463,2,speech,"త్తా అలాగే మేము ఒక రోజు paperఊ చదువుతూ ఇంటి ముందు paperఊ అప్పుడు Krishna Devaraya Nagar లో ఉండేవాడిని ఇప్పుడు మేము ఉంటున్న ఇంటికి కొంచం దూరంలో",1000000000000000000000,NULL,"Also, one day we were reading the paper in front of the house, the paper used to be in Krishna Devaraya Nagar, not far from where we are now."
29,696.226136,696.745202,1,speech,hmm,1,NULL,
30,696.750875,704.868724,2,speech,"నేను paper చదువుకుంటే పొద్దున్నే కూరలా అమ్మే ఆవిడా వచ్చి ఆ ఎం సారూ అ cinema చూసిన మ్మ్ అంత గాణం చంపుతావ్",000000001001001000,NULL,"When I was reading the paper in the morning, the girl who sells curry, came and said, "What sir, why that type of killing, I have watched that movie""
31,704.868724,705.421827,1,overlap,NULL,NULL,NULL,NULL
32,705.421827,705.904019,2,speech,అంటే,NULL,NULL,"That is"
33,705.904019,706.45145,1,laugh,NULL,NULL,NULL,NULL
34,706.45145,709.551662,2,speech,"లేదమ్మ అదీ actingఊ ఆ acting అయితే అన్ని సార్లు పొడవాల్నా",NULL,NULL,"No it was acting,if it is acting , should it be cut all the time"
35,709.551662,709.919656,1,overlap,NULL,NULL,NULL,NULL
36,709.919656,724.976144,2,speech,"నే వొడొస్తే వొతుండే హె ఊకే నా అది అంటున్నావ్ అని తిట్టుకొని అం [LAUGH] నాకు నవ్వొస్తుంది ఆ అమ్మాయి convince కావట్లేదు అది అయిపోయిన తరువాత ఎక్కడో outdoor shooting కెళ్ళాను ఇంకా ఒక ఒక ఒక group of ఆ మ్మ్ మహిళలు అన్నమాట",11111111111100000000000001110001100,NULL,"I was laughing, that girl didn't convinced, after it was over I went somewhere for outdoor shooting. A group of women said"
37,724.993162,725.401607,1,overlap,NULL,NULL,NULL,NULL
38,725.401607,727.123318,2,speech,"ఛీ ఆయన ఒక అందానంలోనే",NULL,NULL,"He is a beauty"
39,727.123318,728.890411,1,overlap,NULL,NULL,NULL,NULL
40,728.890411,729.888832,2,speech,"చచ్చేలా తిడుతున్నారు",NULL,NULL,"Screaming to death"
41,729.888832,730.354006,1,speech,"చాపలు తెచ్చా~",01,NULL,Mats
42,730.354006,730.836198,2,overlap,NULL,NULL,NULL,NULL
43,730.836198,751.58465,2,speech,"వాళ్ళు వాడు మా assistant Aswad director sir వాళ్ళందరూ వచ్చి మిమ్మల్ని తిడుతున్నారు మీరు దానికి దయచేసి బయటికి రాకండి నే అన్నా మ్మ్చ్ అసలు acting కానీ బయటకి కొడతారా కొట్టని వచ్చి అమ్మ నమస్కారం అంటే ఆ ఎం నమస్తే ఇట్లా చేసినవ్ అట్లా చేసినవ్ అమ్మ అది acting ఇప్పుడు నేను మంచి వాడిగా చేశా తండ్రిగా చేశా ఆ రక రకాల వేషాలేస్తుంటా",01000000000010000010000000000100000000000000001000,NULL,"They are our assistant of Aswad Director, Sir,They are all came and scolding you. Please don't come out, I said that is actually acting, come out and beat me. I come out and wished them hello mother, then people asked "what is done this,what is done like that" and I said mother, that is acting,now I act as a good person, a father and a variety of disguises"
44,751.595996,751.868293,1,speech,hmm,1,NULL,
45,751.868293,754.009794,2,speech,"అ ఇదొక ఇప్పుడు Suryakantam ఉన్నారండి",11000,NULL,"Let that one be the Suryakantam."
46,754.009794,754.375693,1,speech,అవును,NULL,NULL,Yes
47,754.769956,758.525383,2,speech,"మూడు వందల cinemaలు చేసిందావిడ మూడు వందల లోను ఒకటే వేషం అది అత్త",NULL,NULL,"She has done three hundreds of films and in all three hundred she has the same role as aunt"
48,758.525383,758.967865,1,overlap,NULL,NULL,NULL,NULL
49,758.967865,772.784093,2,speech,"చరిత్ర his cinema చరిత్ర లో ఒకే స్వభావంగా అన్ని వేషాలు వేసి అన్నిటిని superhit చేసి అన్నీ ఎడం చేతితొటే చేసావే ఆహా అని అని ఒప్పించినా మహ మహా",11000000000000000101001,NULL,"In the history of cinema,who put on all the pretense and made everything super hit and did it all with his own hands is a great man."
50,772.784093,773.311668,1,overlap,NULL,NULL,NULL,NULL
51,773.311668,773.637857,1,speech,hmm,1,NULL,
52,773.637857,784.087248,2,speech,"Suryakantham ఎంత స్థాయి లో ఆవడ గొప్పది కాకపోతే Akkineni Nageswara Rao NT Rama Rao లాంటి ఉత్తాండులు top number one hero's ఉన్నప్పుడు ఒక cinema కి గుండమ్మ కథా అని ఎట్లా పెడతారు",NULL,NULL,"If Suryakantham is not as great as she is, how can a film be called a Gundamma story when there are top number one heroes like Akkineni Nageswara Rao NT Rama Rao?"
53,784.087248,784.390746,1,overlap,NULL,NULL,NULL,NULL
54,784.390746,784.943849,1,speech,hmm,1,NULL,
55,785.156581,793.722585,2,speech,"Is it possible now అంటే అంత గౌరవించారు ఆవిడ్ని బయటా గౌరవించారు set లోనూ ఆ అ అంత అంత మహా నటులు",000000000000011000,NULL,"It is possible now  that person was respected so much, that person was respected outside the set and the actors were so great."
56,793.78215,794.542393,1,overlap,NULL,NULL,NULL,NULL
57,794.542393,811.271549,2,speech,"వాళ్ళు గౌరవించారు Savitriని Jamunaని Gummadi గారున్నారు Ramana Relangi [BREATH] ఇంత మంది ఉండగా ఆ అ cinema కి ఒక అ అ అ Suryakantham పేరు పెట్టడం cinema కి సూర్యకాం కానీ cinema కి Suryakantham పేరు పెట్టగానే పుట్ next generation పిల్లలకి Suryakantham అని ఎవరు పెట్రు",0000000010001100111100011100000010000000,NULL,"They respected Savitri, Jamuna, Mr.Gummadi, Ramana and Relangi when there are so many people,naming a cinema Suryakantham,but when cinema is named Suryakantham, who will put Suryakantham for next generation children?"
58,811.271549,812.011856,1,overlap,NULL,NULL,NULL,NULL
59,812.011856,813.171954,2,speech,"Tim Upsen",NULL,NULL,"Tim Upsen"
60,813.171954,813.77044,1,overlap,NULL,NULL,NULL,NULL
61,813.895243,815.914778,2,speech,"Such a great అంచేత గొప్పా",NULL,NULL,"Such a great is so great"
62,815.96867,816.362933,1,speech,ఇప్పుడీ,NULL,NULL,now
63,816.362933,816.708977,2,overlap,NULL,NULL,NULL,NULL
64,816.708977,817.281935,1,speech,"త్రే Suryakanth",10,NULL,Suryakanth
65,817.281935,818.393813,2,overlap,NULL,NULL,NULL,NULL
